ID,Office_PIN,Applicant_Gender,Applicant_Marital_Status,Applicant_Occupation,Applicant_Qualification,Manager_Joining_Designation,Manager_Current_Designation,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Business_Sourced,Applicant_Age,Manager_Age,Manager_Tenure,Application_Receipt_Month,Application_Receipt_Year,City_Name,Country_Name
FIN1001367,281001,F,M,Business,Class XII,1.0,2.0,Confirmation,M,1.0,0.0,391785.0,20.0,0,40.0,31.0,36.0,5,2007,Uttar Pradesh,India
FIN1001368,691008,M,S,Others,Class XII,1.0,2.0,Confirmation,M,2.0,0.0,62158.0,3.0,0,19.0,28.0,12.0,5,2007,Kerala,India
FIN1001369,250001,F,M,Salaried,Class XII,1.0,1.0,Confirmation,M,0.0,1.0,56974.0,2.0,0,27.0,28.0,10.0,5,2007,山东省,中国
FIN1001370,250001,M,S,Others,Class XII,1.0,1.0,Confirmation,M,0.0,1.0,56974.0,2.0,0,22.0,28.0,10.0,5,2007,山东省,中国
FIN1001371,284001,F,S,Others,Graduate,1.0,1.0,Confirmation,M,0.0,0.0,193116.0,12.0,0,26.0,39.0,36.0,5,2007,Uttar Pradesh,India
FIN1001372,125001,M,S,Business,Class X,2.0,2.0,Confirmation,M,1.0,1.0,131087.0,5.0,0,21.0,27.0,8.0,5,2007,Haryana,India
FIN1001373,390020,M,M,Others,Class XII,3.0,3.0,Confirmation,M,0.0,0.0,755361.0,10.0,0,39.0,39.0,11.0,5,2007,Центральный федеральный округ,Россия
FIN1001374,600017,M,S,Salaried,Class XII,1.0,2.0,Confirmation,M,0.0,0.0,84778.0,7.0,0,22.0,38.0,30.0,5,2007,Tamil Nadu,India
FIN1001375,121002,M,M,Business,Class XII,2.0,3.0,Confirmation,F,0.0,0.0,360324.0,11.0,0,53.0,25.0,37.0,5,2007,Haryana,India
FIN1001376,121002,M,M,Others,Class XII,1.0,1.0,Confirmation,M,0.0,0.0,254915.0,14.0,0,33.0,27.0,37.0,5,2007,Haryana,India
FIN1001377,121002,M,S,Others,Class XII,1.0,3.0,Confirmation,M,1.0,0.0,310156.0,20.0,0,22.0,27.0,36.0,5,2007,Haryana,India
FIN1001378,400705,M,S,Salaried,Class XII,2.0,2.0,Confirmation,M,0.0,0.0,30704.0,3.0,0,28.0,22.0,8.0,5,2007,Maharashtra,India
FIN1001379,600017,M,M,Business,Class XII,1.0,2.0,Confirmation,M,0.0,0.0,84778.0,7.0,1,55.0,38.0,30.0,5,2007,Tamil Nadu,India
FIN1001380,530003,M,S,Salaried,Class XII,2.0,4.0,Confirmation,M,0.0,0.0,176175.0,9.0,1,23.0,37.0,52.0,5,2007,Harghita,România
FIN1001381,520010,M,S,Salaried,Class XII,2.0,2.0,Confirmation,M,3.0,0.0,61588.0,5.0,1,48.0,24.0,12.0,5,2007,Andhra Pradesh,India
FIN1001382,400075,M,S,Salaried,Class XII,2.0,2.0,Confirmation,M,0.0,1.0,29993.0,2.0,1,27.0,47.0,8.0,5,2007,Maharashtra,India
FIN1001383,400705,F,S,Others,Class XII,2.0,4.0,Confirmation,M,0.0,0.0,1183957.0,22.0,1,19.0,36.0,70.0,5,2007,Maharashtra,India
FIN1001384,400075,F,S,Student,Class XII,,,,,,,,,0,19.0,,,5,2007,Maharashtra,India
FIN1001385,695014,M,S,Salaried,Class XII,,,,,,,,,0,25.0,,,5,2007,Kerala,India
FIN1001386,842001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,0.0,0.0,301343.0,24.0,0,20.0,38.0,44.0,5,2007,Bihar,India
FIN1001387,500016,F,S,Salaried,Class XII,2.0,5.0,Confirmation,F,2.0,0.0,970761.0,16.0,0,25.0,38.0,66.0,5,2007,Telangana,India
FIN1001388,812001,M,M,Business,Class XII,1.0,1.0,Confirmation,M,1.0,0.0,134688.0,10.0,1,34.0,35.0,7.0,5,2007,Bihar,India
FIN1001389,842001,M,M,Others,Class X,1.0,2.0,Confirmation,M,0.0,1.0,342303.0,28.0,0,21.0,29.0,18.0,5,2007,Bihar,India
FIN1001390,803101,F,M,Others,Class XII,1.0,1.0,Confirmation,M,2.0,0.0,205527.0,12.0,0,34.0,24.0,12.0,5,2007,Bihar,India
FIN1001391,380015,M,S,Others,Class XII,2.0,2.0,Confirmation,M,1.0,1.0,79670.0,6.0,0,25.0,31.0,6.0,5,2007,Gujarat,India
FIN1001392,530003,M,S,Salaried,Class XII,2.0,4.0,Confirmation,M,0.0,0.0,176175.0,9.0,0,22.0,37.0,52.0,5,2007,Harghita,România
FIN1001393,812001,F,M,Others,Class XII,1.0,1.0,Confirmation,M,1.0,0.0,384711.0,26.0,0,33.0,33.0,12.0,5,2007,Bihar,India
FIN1001394,812001,M,S,Salaried,Class XII,1.0,2.0,Confirmation,M,2.0,0.0,381984.0,22.0,0,22.0,41.0,39.0,5,2007,Bihar,India
FIN1001395,841226,M,S,Others,Class XII,,,,,,,,,0,20.0,,,5,2007,Bihar,India
FIN1001396,841226,M,S,Others,Class XII,,,,,,,,,0,22.0,,,5,2007,Bihar,India
FIN1001397,390020,M,M,Self Employed,Class XII,2.0,3.0,Confirmation,F,1.0,0.0,412522.0,9.0,0,37.0,33.0,15.0,5,2007,Центральный федеральный округ,Россия
FIN1001398,520010,M,S,Business,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,0,22.0,31.0,0.0,5,2007,Andhra Pradesh,India
FIN1001399,713303,M,S,Self Employed,Class XII,2.0,2.0,Confirmation,M,0.0,0.0,357428.0,6.0,0,23.0,41.0,10.0,5,2007,Unknown,Unknown
FIN1001400,803101,M,M,Others,Class XII,1.0,1.0,Confirmation,M,5.0,3.0,250585.0,19.0,0,33.0,44.0,11.0,5,2007,Bihar,India
FIN1001401,803101,M,S,Others,Graduate,,,,,,,,,0,49.0,,,5,2007,Bihar,India
FIN1001402,842001,M,M,Others,Class XII,1.0,3.0,Confirmation,M,0.0,2.0,603016.0,36.0,0,35.0,35.0,18.0,5,2007,Bihar,India
FIN1001403,812001,F,M,Self Employed,Class XII,1.0,1.0,Confirmation,M,1.0,0.0,134688.0,10.0,0,39.0,35.0,7.0,5,2007,Bihar,India
FIN1001404,221010,M,S,Business,Class XII,1.0,2.0,Confirmation,M,3.0,3.0,241732.0,15.0,0,20.0,22.0,9.0,5,2007,Uttar Pradesh,India
FIN1001405,250001,M,S,Others,Class XII,1.0,2.0,Confirmation,M,2.0,0.0,261121.0,14.0,0,25.0,32.0,11.0,5,2007,山东省,中国
FIN1001406,803101,M,M,Others,Class XII,1.0,1.0,Confirmation,M,5.0,3.0,250585.0,19.0,0,20.0,44.0,11.0,5,2007,Bihar,India
FIN1001407,224001,M,S,Others,Class XII,1.0,4.0,Confirmation,M,1.0,0.0,1210767.0,33.0,0,21.0,32.0,36.0,5,2007,Брестская область,Беларусь
FIN1001408,444601,F,M,Others,Graduate,2.0,4.0,Confirmation,F,2.0,0.0,352343.0,16.0,0,41.0,39.0,58.0,5,2007,Maharashtra,India
FIN1001409,444601,F,M,Business,Class XII,2.0,3.0,Confirmation,M,1.0,1.0,338478.0,13.0,0,44.0,39.0,43.0,5,2007,Maharashtra,India
FIN1001410,533101,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,2.0,0.0,182624.0,9.0,0,23.0,40.0,12.0,5,2007,Andhra Pradesh,India
FIN1001411,305001,M,S,Salaried,Graduate,2.0,2.0,Confirmation,F,1.0,0.0,180604.0,12.0,0,23.0,44.0,44.0,5,2007,Rajasthan,India
FIN1001412,380015,M,M,Others,Class XII,3.0,3.0,Confirmation,F,0.0,0.0,52603.0,1.0,0,37.0,38.0,7.0,5,2007,Gujarat,India
FIN1001413,691008,M,S,Salaried,Class XII,1.0,2.0,Confirmation,F,1.0,3.0,107340.0,6.0,0,24.0,38.0,10.0,5,2007,Kerala,India
FIN1001414,680001,M,S,Salaried,Class XII,,,,,,,,,0,22.0,,,5,2007,Kerala,India
FIN1001415,812001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,2.0,3.0,268040.0,21.0,0,37.0,36.0,12.0,5,2007,Bihar,India
FIN1001416,121002,M,S,Business,Class XII,2.0,3.0,Confirmation,M,2.0,0.0,81861.0,4.0,0,24.0,50.0,46.0,5,2007,Haryana,India
FIN1001417,500016,F,M,Salaried,Class XII,2.0,5.0,Confirmation,F,2.0,0.0,970761.0,16.0,1,55.0,38.0,66.0,5,2007,Telangana,India
FIN1001418,492001,M,M,Salaried,Class XII,2.0,4.0,Confirmation,F,1.0,0.0,830463.0,10.0,1,60.0,37.0,51.0,5,2007,Chhattisgarh,India
FIN1001419,492001,F,S,Salaried,Class XII,2.0,4.0,Confirmation,F,1.0,0.0,830463.0,10.0,1,22.0,37.0,51.0,5,2007,Chhattisgarh,India
FIN1001420,380015,M,S,Salaried,Class XII,1.0,1.0,Confirmation,F,0.0,0.0,133047.0,12.0,1,22.0,29.0,28.0,5,2007,Gujarat,India
FIN1001421,221010,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,4.0,2.0,137971.0,6.0,1,43.0,44.0,11.0,5,2007,Uttar Pradesh,India
FIN1001422,201001,F,S,Salaried,Class XII,,,,,,,,,0,21.0,,,5,2007,Uttar Pradesh,India
FIN1001423,201010,M,S,Salaried,Class XII,2.0,2.0,Confirmation,M,4.0,0.0,306568.0,17.0,1,27.0,35.0,12.0,5,2007,Uttar Pradesh,India
FIN1001424,284001,M,M,Salaried,Class X,1.0,1.0,Confirmation,M,0.0,0.0,193116.0,12.0,0,24.0,39.0,36.0,5,2007,Uttar Pradesh,India
FIN1001425,444601,F,M,Salaried,Class XII,1.0,2.0,Confirmation,M,2.0,0.0,182053.0,11.0,0,33.0,45.0,16.0,5,2007,Maharashtra,India
FIN1001426,751009,M,S,Business,Class XII,1.0,2.0,Confirmation,M,1.0,1.0,155130.0,14.0,0,23.0,29.0,12.0,5,2007,Odisha,India
FIN1001427,680001,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,4.0,1.0,128241.0,4.0,0,68.0,42.0,18.0,5,2007,Kerala,India
FIN1001428,400075,M,S,Business,Class XII,2.0,3.0,Confirmation,M,2.0,1.0,304207.0,12.0,0,26.0,32.0,48.0,5,2007,Maharashtra,India
FIN1001429,400092,M,S,Business,Class XII,3.0,3.0,Confirmation,F,0.0,0.0,530586.0,7.0,0,31.0,35.0,11.0,5,2007,Maharashtra,India
FIN1001430,841428,M,M,Salaried,Class X,1.0,3.0,Confirmation,M,0.0,0.0,426901.0,30.0,0,37.0,30.0,43.0,5,2007,Bihar,India
FIN1001431,444601,M,M,Salaried,Class XII,2.0,3.0,Confirmation,M,3.0,0.0,432239.0,24.0,0,31.0,33.0,67.0,5,2007,Maharashtra,India
FIN1001432,713303,F,M,Salaried,Class XII,1.0,3.0,Confirmation,M,0.0,0.0,506149.0,10.0,0,24.0,27.0,68.0,5,2007,Unknown,Unknown
FIN1001433,144001,M,S,Salaried,Class XII,1.0,1.0,Confirmation,M,1.0,1.0,68965.0,3.0,0,27.0,33.0,12.0,5,2007,Центральный федеральный округ,Россия
FIN1001434,700016,M,S,Business,Class XII,,,,,,,,,0,29.0,,,5,2007,West Bengal,India
FIN1001435,800001,F,S,Salaried,Class XII,1.0,3.0,Confirmation,M,2.0,0.0,219823.0,19.0,0,29.0,35.0,46.0,5,2007,Galați,România
FIN1001436,360001,M,M,Business,Class XII,1.0,2.0,Confirmation,M,1.0,3.0,49905.0,3.0,0,41.0,20.0,12.0,5,2007,Gujarat,India
FIN1001437,302001,M,M,Business,Class XII,2.0,2.0,Confirmation,M,0.0,0.0,466.0,2.0,0,39.0,34.0,10.0,5,2007,Rajasthan,India
FIN1001438,751009,M,M,Business,Class XII,2.0,3.0,Confirmation,F,0.0,0.0,284036.0,15.0,0,27.0,31.0,16.0,5,2007,Odisha,India
FIN1001439,110005,M,M,Salaried,Class XII,2.0,4.0,Confirmation,M,2.0,0.0,563384.0,12.0,0,34.0,37.0,52.0,5,2007,Delhi,India
FIN1001440,380015,M,S,Business,Class XII,2.0,3.0,Confirmation,M,2.0,0.0,294311.0,23.0,0,20.0,46.0,67.0,5,2007,Gujarat,India
FIN1001441,302001,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,1.0,1.0,29098.0,2.0,0,33.0,29.0,4.0,5,2007,Rajasthan,India
FIN1001442,803101,M,S,Business,Class XII,1.0,1.0,Confirmation,M,2.0,0.0,205527.0,12.0,0,22.0,24.0,12.0,5,2007,Bihar,India
FIN1001443,282001,F,M,Salaried,Class XII,1.0,1.0,Confirmation,M,2.0,2.0,240624.0,15.0,0,24.0,26.0,12.0,5,2007,Uttar Pradesh,India
FIN1001444,691008,F,M,Salaried,Class XII,1.0,2.0,Confirmation,M,0.0,0.0,150612.0,7.0,0,38.0,49.0,37.0,5,2007,Kerala,India
FIN1001445,281001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,0.0,0.0,252657.0,18.0,0,29.0,29.0,15.0,5,2007,Uttar Pradesh,India
FIN1001446,124001,M,S,Salaried,Class X,2.0,2.0,Confirmation,M,0.0,0.0,-74587.0,9.0,0,20.0,48.0,15.0,5,2007,Haryana,India
FIN1001447,414003,F,M,Salaried,Class XII,2.0,3.0,Confirmation,M,1.0,0.0,384041.0,10.0,0,31.0,37.0,67.0,5,2007,Maharashtra,India
FIN1001448,625016,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,1.0,1.0,175632.0,11.0,0,33.0,35.0,12.0,5,2007,Tamil Nadu,India
FIN1001449,781005,M,S,Salaried,Class XII,2.0,4.0,Confirmation,F,2.0,0.0,1210362.0,37.0,0,19.0,44.0,56.0,5,2007,Assam,India
FIN1001450,250001,M,M,Business,Class XII,1.0,2.0,Confirmation,M,2.0,0.0,261121.0,14.0,1,45.0,32.0,11.0,5,2007,山东省,中国
FIN1001451,221010,M,M,Salaried,Graduate,1.0,2.0,Confirmation,M,0.0,0.0,379075.0,25.0,1,44.0,26.0,12.0,5,2007,Uttar Pradesh,India
FIN1001452,284001,M,M,Others,Class X,1.0,2.0,Confirmation,M,2.0,2.0,103093.0,8.0,1,38.0,45.0,11.0,5,2007,Uttar Pradesh,India
FIN1001453,281001,M,S,Others,Class XII,1.0,2.0,Confirmation,M,2.0,1.0,555647.0,32.0,1,24.0,50.0,36.0,5,2007,Uttar Pradesh,India
FIN1001454,444601,F,M,Business,Class XII,,,,,,,,,1,29.0,,,5,2007,Maharashtra,India
FIN1001455,520010,F,S,Others,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,20.0,31.0,0.0,5,2007,Andhra Pradesh,India
FIN1001456,180012,M,S,Salaried,Class XII,2.0,3.0,Confirmation,M,3.0,0.0,1885642.0,32.0,0,21.0,37.0,7.0,5,2007,Jammu and Kashmir,India
FIN1001457,695014,F,M,Others,Class XII,1.0,3.0,Confirmation,F,0.0,0.0,1023399.0,20.0,1,35.0,46.0,32.0,5,2007,Kerala,India
FIN1001458,520010,M,S,Business,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,33.0,31.0,0.0,5,2007,Andhra Pradesh,India
FIN1001459,474008,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,4.0,4.0,223050.0,17.0,0,26.0,40.0,7.0,5,2007,Madhya Pradesh,India
FIN1001460,313001,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,0.0,1.0,306459.0,8.0,0,60.0,43.0,9.0,5,2007,Rajasthan,India
FIN1001461,208001,F,S,Business,Class XII,1.0,4.0,Confirmation,M,0.0,0.0,1476119.0,25.0,0,22.0,27.0,23.0,5,2007,Uttar Pradesh,India
FIN1001462,520010,F,M,Others,Class XII,1.0,2.0,Confirmation,M,0.0,0.0,156614.0,10.0,0,24.0,44.0,32.0,5,2007,Andhra Pradesh,India
FIN1001463,211001,M,S,Self Employed,Class XII,1.0,2.0,Confirmation,M,0.0,1.0,412032.0,30.0,0,23.0,43.0,9.0,5,2007,Uttar Pradesh,India
FIN1001464,180012,M,M,Salaried,Graduate,2.0,3.0,Confirmation,M,3.0,0.0,1885642.0,32.0,0,35.0,37.0,7.0,5,2007,Jammu and Kashmir,India
FIN1001465,533101,F,S,Business,Class XII,1.0,1.0,Confirmation,M,2.0,0.0,182624.0,9.0,0,21.0,40.0,12.0,5,2007,Andhra Pradesh,India
FIN1001466,700016,M,M,Business,Class X,2.0,3.0,Confirmation,M,3.0,0.0,84104.0,3.0,0,46.0,37.0,16.0,5,2007,West Bengal,India
FIN1001467,282001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,2.0,2.0,240624.0,15.0,0,18.0,26.0,12.0,5,2007,Uttar Pradesh,India
FIN1001468,800001,M,M,Business,Class XII,,,,,,,,,0,36.0,,,5,2007,Galați,România
FIN1001469,125001,F,M,Student,Class XII,1.0,1.0,Confirmation,M,3.0,0.0,93303.0,4.0,0,21.0,31.0,11.0,5,2007,Haryana,India
FIN1001470,302001,M,M,Business,Class XII,2.0,2.0,Confirmation,M,1.0,1.0,29098.0,2.0,0,32.0,29.0,4.0,5,2007,Rajasthan,India
FIN1001471,575003,M,M,Business,Graduate,5.0,5.0,Confirmation,M,0.0,0.0,0.0,0.0,0,52.0,43.0,19.0,5,2007,Karnataka,India
FIN1001472,500016,M,S,Salaried,Class XII,2.0,5.0,Confirmation,F,2.0,0.0,970761.0,16.0,0,25.0,38.0,66.0,5,2007,Telangana,India
FIN1001473,400075,M,S,Business,Class XII,2.0,2.0,Confirmation,M,2.0,2.0,67779.0,5.0,1,42.0,38.0,5.0,5,2007,Maharashtra,India
FIN1001474,680001,M,S,Salaried,Class XII,1.0,2.0,Confirmation,F,1.0,1.0,56350.0,5.0,0,28.0,43.0,12.0,5,2007,Kerala,India
FIN1001475,695014,M,M,Business,Class XII,1.0,2.0,Confirmation,M,5.0,6.0,332489.0,11.0,1,29.0,43.0,7.0,5,2007,Kerala,India
FIN1001476,121002,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,0.0,0.0,505685.0,13.0,1,23.0,32.0,11.0,5,2007,Haryana,India
FIN1001477,842001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,3.0,5.0,404481.0,26.0,1,23.0,47.0,9.0,5,2007,Bihar,India
FIN1001478,121002,M,M,Business,Class XII,1.0,1.0,Confirmation,M,3.0,0.0,129873.0,10.0,1,39.0,29.0,18.0,5,2007,Haryana,India
FIN1001479,400092,M,M,Salaried,Class XII,,,,,,,,,0,52.0,,,5,2007,Maharashtra,India
FIN1001480,400092,M,S,Salaried,Class XII,2.0,4.0,Confirmation,M,0.0,0.0,124274.0,8.0,1,24.0,38.0,69.0,5,2007,Maharashtra,India
FIN1001481,575003,M,M,Others,Class X,1.0,1.0,Confirmation,M,0.0,1.0,211544.0,7.0,0,46.0,48.0,8.0,5,2007,Karnataka,India
FIN1001482,781005,M,S,Business,Class XII,,,,,,,,,0,23.0,,,5,2007,Assam,India
FIN1001483,360001,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,2.0,0.0,191326.0,14.0,0,25.0,30.0,44.0,5,2007,Gujarat,India
FIN1001484,700016,M,S,Business,Class XII,,,,,,,,,0,18.0,,,5,2007,West Bengal,India
FIN1001485,575003,M,M,Self Employed,Class X,1.0,1.0,Confirmation,M,0.0,1.0,211544.0,7.0,0,44.0,48.0,8.0,5,2007,Karnataka,India
FIN1001486,462003,M,S,Salaried,Class XII,1.0,3.0,Confirmation,M,0.0,2.0,231060.0,16.0,0,25.0,35.0,7.0,5,2007,Madhya Pradesh,India
FIN1001487,575003,M,M,Others,Class X,1.0,1.0,Confirmation,M,0.0,0.0,346481.0,12.0,0,32.0,34.0,16.0,5,2007,Karnataka,India
FIN1001488,492001,M,M,Others,Class XII,2.0,2.0,Confirmation,M,1.0,0.0,186019.0,14.0,0,46.0,27.0,7.0,5,2007,Chhattisgarh,India
FIN1001489,695014,F,M,Salaried,Class XII,1.0,2.0,Confirmation,M,0.0,0.0,326533.0,10.0,0,31.0,37.0,12.0,5,2007,Kerala,India
FIN1001490,492001,M,M,Business,Class XII,2.0,2.0,Confirmation,M,1.0,0.0,186019.0,14.0,0,23.0,27.0,7.0,5,2007,Chhattisgarh,India
FIN1001491,274001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,0.0,1.0,236508.0,14.0,0,31.0,29.0,11.0,5,2007,Uttar Pradesh,India
FIN1001492,575003,M,M,Salaried,Class XII,,,,,,,,,0,29.0,,,5,2007,Karnataka,India
FIN1001493,695014,M,S,Salaried,Class XII,1.0,3.0,Confirmation,F,0.0,0.0,376051.0,19.0,0,24.0,39.0,36.0,5,2007,Kerala,India
FIN1001494,221010,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,3.0,0.0,114390.0,7.0,0,29.0,27.0,12.0,5,2007,Uttar Pradesh,India
FIN1001495,125001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,3.0,0.0,93303.0,4.0,0,27.0,31.0,11.0,5,2007,Haryana,India
FIN1001496,600017,M,M,Business,Class XII,2.0,2.0,Confirmation,M,1.0,0.0,243500.0,15.0,0,45.0,32.0,42.0,5,2007,Tamil Nadu,India
FIN1001497,695014,M,M,Salaried,Class XII,1.0,2.0,Confirmation,F,7.0,4.0,467243.0,10.0,1,65.0,27.0,11.0,5,2007,Kerala,India
FIN1001498,834001,M,S,Business,Class XII,1.0,2.0,Confirmation,M,0.0,0.0,159431.0,12.0,1,27.0,35.0,45.0,5,2007,Jharkhand,India
FIN1001499,695014,M,M,Salaried,Class XII,1.0,2.0,Confirmation,F,7.0,4.0,467243.0,10.0,1,62.0,27.0,11.0,5,2007,Kerala,India
FIN1001500,400075,F,M,Salaried,Class XII,1.0,3.0,Confirmation,F,0.0,0.0,1561025.0,10.0,0,40.0,47.0,11.0,5,2007,Maharashtra,India
FIN1001501,834001,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,1.0,0.0,226862.0,11.0,1,38.0,37.0,9.0,5,2007,Jharkhand,India
FIN1001502,695014,F,M,Business,Class XII,1.0,3.0,Confirmation,F,8.0,4.0,1010486.0,23.0,0,40.0,52.0,11.0,5,2007,Kerala,India
FIN1001503,520010,M,S,Business,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,20.0,31.0,0.0,5,2007,Andhra Pradesh,India
FIN1001504,680001,F,M,Salaried,Class XII,1.0,2.0,Confirmation,M,3.0,2.0,57593.0,4.0,1,28.0,37.0,10.0,5,2007,Kerala,India
FIN1001505,400601,F,S,Student,Class XII,1.0,4.0,Probation,F,2.0,0.0,0.0,0.0,1,20.0,37.0,1.0,5,2007,Cluj,România
FIN1001506,695014,M,M,Salaried,Class XII,1.0,1.0,Confirmation,F,0.0,1.0,558599.0,7.0,1,56.0,27.0,16.0,5,2007,Kerala,India
FIN1001507,686004,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,3.0,0.0,416994.0,4.0,0,45.0,33.0,39.0,5,2007,Kerala,India
FIN1001508,686004,F,M,Salaried,Class XII,1.0,2.0,Confirmation,M,3.0,0.0,416994.0,4.0,1,55.0,33.0,39.0,5,2007,Kerala,India
FIN1001509,824101,M,M,Business,Class X,1.0,2.0,Confirmation,M,1.0,1.0,396492.0,33.0,0,29.0,42.0,46.0,5,2007,Bihar,India
FIN1001510,474008,F,S,Business,Class XII,2.0,4.0,Confirmation,M,0.0,0.0,883149.0,25.0,1,27.0,31.0,47.0,5,2007,Madhya Pradesh,India
FIN1001511,824101,M,M,Others,Class XII,1.0,1.0,Confirmation,M,1.0,1.0,317909.0,25.0,1,28.0,43.0,22.0,5,2007,Bihar,India
FIN1001512,803101,M,M,Salaried,Class XII,,,,,,,,,0,21.0,,,5,2007,Bihar,India
FIN1001513,753012,M,M,Business,Class XII,1.0,1.0,Confirmation,F,1.0,0.0,83142.0,6.0,0,52.0,45.0,8.0,5,2007,Odisha,India
FIN1001514,841226,M,S,Salaried,Class X,1.0,2.0,Confirmation,M,1.0,0.0,178789.0,13.0,0,18.0,33.0,33.0,5,2007,Bihar,India
FIN1001515,824101,M,S,Salaried,Class X,1.0,1.0,Confirmation,M,1.0,1.0,213889.0,18.0,0,30.0,30.0,12.0,5,2007,Bihar,India
FIN1001516,691008,M,S,Salaried,Class XII,,,,,,,,,0,25.0,,,5,2007,Kerala,India
FIN1001517,803101,F,M,Salaried,Class XII,1.0,1.0,Confirmation,M,5.0,3.0,250585.0,19.0,0,35.0,44.0,11.0,5,2007,Bihar,India
FIN1001518,110005,M,M,Salaried,Class XII,1.0,4.0,Confirmation,M,0.0,1.0,1793307.0,20.0,0,31.0,24.0,23.0,5,2007,Delhi,India
FIN1001519,110005,M,S,Business,Class XII,1.0,4.0,Confirmation,M,0.0,1.0,1793307.0,20.0,0,24.0,24.0,23.0,5,2007,Delhi,India
FIN1001520,680001,F,S,Salaried,Class X,1.0,2.0,Confirmation,F,1.0,1.0,56350.0,5.0,0,24.0,43.0,12.0,5,2007,Kerala,India
FIN1001521,695014,F,M,Salaried,Class XII,1.0,5.0,Confirmation,F,0.0,0.0,1518557.0,13.0,0,47.0,38.0,70.0,5,2007,Kerala,India
FIN1001522,284001,M,M,Business,Class XII,1.0,2.0,Confirmation,M,4.0,0.0,182239.0,14.0,0,34.0,40.0,12.0,5,2007,Uttar Pradesh,India
FIN1001523,520010,F,S,Salaried,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,0,23.0,31.0,0.0,5,2007,Andhra Pradesh,India
FIN1001524,781005,F,S,Salaried,Class XII,,,,,,,,,0,28.0,,,5,2007,Assam,India
FIN1001525,201010,M,M,Business,Class XII,2.0,2.0,Confirmation,M,3.0,1.0,208830.0,11.0,0,25.0,41.0,12.0,5,2007,Uttar Pradesh,India
FIN1001526,851101,M,M,Business,Class XII,1.0,4.0,Confirmation,M,0.0,1.0,1020926.0,66.0,0,31.0,35.0,36.0,5,2007,Bihar,India
FIN1001527,713216,M,S,Salaried,Class XII,2.0,2.0,Confirmation,M,0.0,0.0,177575.0,7.0,1,22.0,29.0,15.0,5,2007,West Bengal,India
FIN1001528,201010,M,M,Business,Class XII,2.0,2.0,Confirmation,M,1.0,1.0,234804.0,12.0,1,24.0,34.0,16.0,5,2007,Uttar Pradesh,India
FIN1001529,851101,M,M,Business,Class X,,,,,,,,,1,24.0,,,5,2007,Bihar,India
FIN1001530,121002,M,M,Salaried,Class XII,1.0,1.0,Confirmation,F,6.0,4.0,191526.0,15.0,1,24.0,23.0,10.0,5,2007,Haryana,India
FIN1001531,208001,F,M,Salaried,Class XII,2.0,3.0,Confirmation,M,0.0,0.0,367970.0,16.0,1,29.0,33.0,60.0,5,2007,Uttar Pradesh,India
FIN1001532,284001,M,S,Salaried,Class XII,,,,,,,,,1,35.0,,,5,2007,Uttar Pradesh,India
FIN1001533,400601,F,S,Student,Class XII,1.0,4.0,Probation,F,2.0,0.0,0.0,0.0,1,20.0,37.0,1.0,5,2007,Cluj,România
FIN1001534,686004,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,3.0,0.0,416994.0,4.0,0,48.0,33.0,39.0,5,2007,Kerala,India
FIN1001535,814112,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,1.0,0.0,266398.0,21.0,0,25.0,44.0,34.0,5,2007,Jharkhand,India
FIN1001536,600017,M,M,Business,Class XII,0.0,1.0,Confirmation,M,0.0,0.0,77905.0,7.0,0,31.0,32.0,22.0,5,2007,Tamil Nadu,India
FIN1001537,713216,M,S,Business,Class XII,2.0,4.0,Confirmation,M,2.0,0.0,285144.0,15.0,0,18.0,46.0,57.0,5,2007,West Bengal,India
